,0,1,2,3,4,5,6,7,8,val
1212, , ,X,O, , ,X,O, ,0.3542030468749999
1213, , ,X,O, , ,X, ,O,0.839276776594729
1214,O,O,X,O, , ,X, ,X,0.9492850837147433
1215, ,O,X,O,O, ,X, ,X,0.878669548034668
1216, ,O,X,O, ,O,X, ,X,0.8656108741462231
1217, ,O,X,O, , ,X,O,X,0.878669548034668
1218, ,O,X,O,O,X,X, ,X,0.9999899434148384
1219, ,O,X,O,O, ,X,X,X,0.9943622898863396
1220, ,O,X,O, , ,X, ,X,0.8945397819326322
1221, , ,X, ,X, ,O, , ,-0.11874928295223296
1222, , ,X, , , ,O,X, ,-0.19532027258079798
1223, , ,X, , , ,O, ,X,0.8174672788339283
1224,O, ,X, , , ,O, ,X,0.8751164632160896
1225, ,O,X, , , ,O, ,X,0.9197026505226967
1226, , ,X,O, , ,O, ,X,0.9054002494015021
1227, , ,X, ,O, ,O, ,X,0.918294420228379
1228, , ,X, , , ,O,O,X,0.9286739199887961
1229,X,O,X, , ,O,O, ,X,0.9495659791632287
1230,X, ,X,O, ,O,O, ,X,0.9494638127860575
1231,X, ,X, , ,O,O,O,X,0.9494445744168731
1232,X,O,X,X, ,O,O, ,X,0.0022738673895656156
1233,X,O,X, ,X,O,O, ,X,0.9999999999999998
1234,X,O,X, , ,O,O,X,X,0.009598813679885748
1235,X,O,X,X,O,O,O, ,X,0.0
1236,X,O,X,X, ,O,O,O,X,0.9499597405512541
1237,O, , ,O, , ,X,X, ,0.8720467007688435
1238, ,O, ,O, , ,X,X, ,0.8603892869222164
1239, , ,O,O, , ,X,X, ,0.7635451558881514
1240, , , ,O,O, ,X,X, ,0.9461165735943577
1241, , , ,O, ,O,X,X, ,0.7875964120864867
1242, , , ,O, , ,X,X,O,0.5800607453311318
1243,O,X,O,O, ,X,X,X,O,0.9446441753920226
1244, ,X,O,O,O,X,X,X,O,0.0
1245,O,X,O,O,X,X,X,X,O,0.9999999999999998
1246, ,X,O,O, ,X,X,X,O,0.40631270172519074
1247, , ,O,O, ,X,X,X,O,0.3859948308861093
1248, , ,O,O, ,X,X,X, ,0.3666950988972793
1249,O,X,X, , , , , , ,-0.6547100881164994
1250,O, ,X, , , ,X, , ,0.5043226510148571
1251,O, ,X, , , , ,X, ,-0.4268016251486695
1252,O,X,X, , ,X,O, , ,-0.878669548034668
1253,O, ,X,X, ,X,O, , ,0.8873559808247504
1254,O, ,X, ,X,X,O, , ,-0.5814757367154479
1255,O, ,X, , ,X,O,X, ,-0.9098766207695007
1256,O, ,X, , ,X,O, ,X,0.9999999999957285
1257,O,O,X,X, , , ,X, ,0.6380690561294554
1258,O,O,X, ,X, , ,X, ,-0.16073524435193223
1259,O,O,X, , , ,X,X, ,0.8516770529747009
1260,O,O,X, , , , ,X,X,0.225625
1261,O,O,X,O, , ,X,X, ,0.724560546875
1262,O,O,X, ,O, ,X,X, ,0.7449909973144531
1263,O,O,X, , ,O,X,X, ,0.6494140625
1264,O,O,X, , , ,X,X,O,0.724560546875
1265,O,O,X, ,O, ,X,X,X,0.9999986576079255
1266,O, ,O, ,X, , ,X, ,0.5999371963778934
1267, , ,O, ,X, ,O,X, ,0.9460705181990685
1268, , ,O, ,X, , ,X,O,0.9499397774195952
1269,O,O,O,X,X, , ,X, ,-0.9999924575611288
1270, ,O,O,X,X,O, ,X, ,-0.8739120922982693
1271, ,O,O,X,X, ,O,X, ,0.9371113274898928
1272, ,O,O,X,X, , ,X,O,0.5496101379394531
1273, , ,X,X,O, , , , ,-0.23553529390594896
1274, , ,X, ,O, ,X, , ,-0.13704811018398147
1275, , ,X, ,O, , ,X, ,-0.21434374999995073
1276, , ,X, ,O, , , ,X,-0.15361083557456728
1277,X,O,X,X,O, , , , ,-0.9063816952670324
1278,X,O,X, ,O,X, , , ,-0.9498586351604021
1279,X,O,X, ,O, ,X, , ,-0.8029502274869448
1280,X,O,X, ,O, , ,X, ,4.08254788574468e-23
1281,X,O,X,O,O, , ,X, ,0.214342045200329
1282,X,O,X, ,O,O, ,X, ,0.1773271506789757
1283,X,O,X, ,O, ,O,X, ,5.1558280756715004e-14
1284,X,O,X,X,O,O, ,X, ,0.19669201447273765
1285,X,O,X,O,O,O,X,X, ,-0.9999998208122883
1286,X,O,X, ,O,O,X,X,O,0.9499904462440965
1287,O, ,X, , , ,X,O, ,0.8600827233537243
1288, ,O,X, , , ,X,O, ,0.2887109375
1289, , ,X, ,O, ,X,O, ,0.45484942776648274
1290, , ,X, , ,O,X,O, ,0.4956699218749999
1291, , ,X, , , ,X,O,O,0.8320841644217073
1292, ,X,X, , ,O,X,O, ,0.225625
1293, , ,X,X, ,O,X,O, ,0.225625
1294, , ,X, ,X,O,X,O, ,0.25
1295, , ,X, , ,O,X,O,X,-0.6646242675781249
1296,X, ,X,O, ,O,X,O, ,0.896502161026001
1297,X, ,X, , ,O,X,O,O,0.9098766207695007
1298,X,X,X,O, ,O,X,O, ,0.9249153137207031
1299,X, ,X,O,X,O,X,O, ,0.9999924575611288
1300,X, ,X,O, ,O,X,O,X,0.0
1301,O, ,X,X,O, , , , ,0.2746527350194151
1302, ,O,X,X,O, , , , ,0.3479636168766439
1303, , ,X,X,O, ,O, , ,0.21896782193294162
1304, , ,X,X,O, , ,O, ,-0.24794099411918508
1305,O,X,X,X,O, , , , ,-0.9457041341460395
1306,O, ,X,X,O, ,X, , ,-0.9340949370128293
1307,O, ,X,X,O, , ,X, ,-0.8340168292060968
1308,O, ,X,X,O, , , ,X,0.32081057461396234
1309,O,O,X,X,O,O,X,X,X,0.9999999999999998
1310,O,O,X,X,O,O,X,X, ,0.9469873486580127
1311,O,O,X,X,O, ,X,X, ,-0.7930730056762695
1312,O,O,X,X,O, ,X, , ,-0.8186421374082565
1313,X,O, ,X, , ,O,X,O,9.234816286435881e-14
1314,X, ,O,X, , ,O,X,O,-0.7419862756212241
1315,X, , ,X,O, ,O,X,O,-0.16800998965150168
1316,X,X,O,X, , ,O,X,O,-0.724560546875
1317,X, ,O,X,X, ,O,X,O,-0.78092041015625
1318,X, ,O,X, ,X,O,X,O,-0.7536100935935974
1319,X, ,O,X,X,O,O,X,O,-0.9999434955105322
1320,X, , ,X, , ,O,X,O,-0.03877654266357419
1321,O,O,X, ,X, , , , ,0.9297190549637888
1322,O, ,X,O,X, , , , ,0.8609401695651728
1323,O, ,X, ,X,O, , , ,0.8343509430901959
1324,O, ,X, ,X, ,O, , ,-0.2970441175141838
1325,O, ,X, ,X, , ,O, ,0.9414290760323103
1326,O, ,X, ,X, , , ,O,0.9492127977347895
1327,O,X,X, ,X, ,O, , ,-0.8983090540400946
1328,O, ,X,X,X, ,O, , ,8.565490527573209e-07
1329,O, ,X, ,X, ,O,X, ,-0.8841984272680702
1330,O, ,X, ,X, ,O, ,X,-0.8098843438469598
1331,O,X,X,O,X, ,O, , ,-0.9989966087224467
1332,O,X,X, ,X,O,O, , ,0.78092041015625
1333,O,X,X, ,X, ,O,O, ,-0.9019568536813957
1334,O,X,X, ,X, ,O, ,O,0.9464771461239845
1335,O,X,X,X,X, ,O,O, ,-0.9312697156485228
1336,O,X,X, ,X,X,O,O, ,-0.9330729493871331
1337,O,X,X, ,X, ,O,O,X,-0.9391803280837488
1338,O,X,X,X,X, ,O,O,O,-0.9998660634323725
1339,O,X, ,X, ,X,O, , ,-0.7575911618177545
1340,O, , ,X,X,X,O, , ,0.9999999999994298
1341,O, , ,X, ,X,O,X, ,-0.7744241858378051
1342,O, , ,X, ,X,O, ,X,0.4049373840332031
1343,O,X,X,X,O,X,O, , ,-0.9098766207695007
1344,O,X, ,X,O,X,O,X, ,-0.9492850837147433
1345,O,X, ,X,O,X,O, ,X,-0.9215559191573082
1346,O,X,X,X,O,X,O,O, ,0.724560546875
1347,O,X, ,X,O,X,O, , ,-0.7820126551892609
1348,O,X,X, , ,X, ,O, ,-0.04050949249267577
1349,O, ,X, ,X,X, ,O, ,0.43133154296875
1350,O, ,X, , ,X,X,O, ,0.274275390625
1351,O, ,X, , ,X, ,O,X,0.9999246606807095
1352,O,X,X,X, ,X,O,O, ,-0.2375
1353,O, ,X,X,X,X,O,O, ,0.9995766943047821
1354,O, ,X,X, ,X,O,O,X,0.9249153137207031
1355,O, ,X,X, , ,X,O,O,0.54921875
1356, ,O,X,X, , ,X,O,O,0.54921875
1357, , ,X,X,O, ,X,O,O,0.5953643665313721
1358, , ,X,X, ,O,X,O,O,0.6494140625
1359,X, ,X,X, ,O,X,O,O,0.996828788061066
1360, ,X,X,X, ,O,X,O,O,0.225625
1361, , ,X,X,X,O,X,O,O,0.9683236479759216
1362, , ,X,X, , ,X,O,O,0.7729724493458284
1363,X, ,X,O, , ,X, ,O,0.8645307777007832
1364, ,X,X,O, , ,X, ,O,0.5217578125
1365, , ,X,O,X, ,X, ,O,0.9999924575611288
1366, , ,X,O, ,X,X, ,O,-0.14010379556503427
1367, , ,X,O, , ,X,X,O,-0.6879923331338911
1368,O, ,X,O, , ,X,X,O,0.54921875
1369, ,O,X,O, , ,X,X,O,0.33769531249999996
1370, , ,X,O,O, ,X,X,O,-0.8290890765190124
1371, , ,X,O, ,O,X,X,O,0.5361933593749999
1372,X, ,X,O,O, ,X,X,O,-0.9487765147864391
1373, ,X,X,O,O, ,X,X,O,-0.9199074655771255
1374, , ,X,O,O,X,X,X,O,-0.9349064068572477
1375,X,O,X,O,O, ,X,X,O,0.0
1376,X, ,X,O,O,O,X,X,O,-0.9999924575611288
1377,X,O,X,O,O,X,X,X,O,0.0
1378,X, , ,O,X,O, ,X, ,0.7008206649780272
1379, ,X, ,O,X,O, ,X, ,0.9994355924063762
1380, , ,X,O,X,O, ,X, ,0.5052589843749999
1381, , , ,O,X,O,X,X, ,0.49576026000976564
1382, , , ,O,X,O, ,X,X,0.563086077812995
1383,X,O, ,O,X,O, ,X, ,0.6539158935546874
1384,X, ,O,O,X,O, ,X, ,0.5361933593749999
1385,X, , ,O,X,O,O,X, ,0.8090932003259657
1386,X,O,X,O,X,O, ,X, ,0.616943359375
1387,X,O, ,O,X,O,X,X, ,0.9024993185262734
1388,X,O, ,O,X,O, ,X,X,0.9943622898863396
1389,X,O,O,O,X,O,X,X, ,0.9494638127860575
1390,X,O,O,O,X,O,X,X,X,0.9994355924063762
1391,X,O,X,O,O, ,X, , ,-0.6951640397310257
1392,X, ,X,O,O,O,X, , ,-0.9999999899093102
1393,X, ,X,O,O, ,X, ,O,0.9413709957258449
1394,X,O,X,O,O,X,X, , ,-0.8369257292863039
1395,X,O,X,O,O, ,X,X, ,-0.9000680785794797
1396,X,O,X,O,O,X,X, ,O,0.0
1397,X, ,X,O,O, ,X, , ,-0.9499842746538003
1398,X, ,X,O, ,O,X, , ,-0.5780249023437499
1399, ,X,X,O, ,O,X, , ,0.0
1400, , ,X,O,X,O,X, , ,0.9982161932843496
1401, , ,X,O, ,O,X,X, ,-0.2375
1402, , ,X,O, ,O,X, ,X,-0.41562499999999997
1403,O, ,X,O, ,O,X,X, ,0.41562499999999997
1404, ,O,X,O, ,O,X,X, ,0.6710186767578125
1405, , ,X,O,O,O,X,X, ,-0.9999986576079255
1406,X,O, , ,X, , , ,O,0.7469267568187554
1407,X, ,O, ,X, , , ,O,-0.1806857031659872
1408,X, , ,O,X, , , ,O,0.8520651074863911
1409,X, , , ,X,O, , ,O,0.4155767566683136
1410,X, , , ,X, ,O, ,O,-0.10350329023858001
1411,X, , , ,X, , ,O,O,0.5430402063211532
1412,X,O,O, ,X, , ,X,O,0.00015266191941233861
1413,X, ,O,O,X, , ,X,O,0.12056835937499999
1414,X, ,O, ,X, ,O,X,O,0.9418618165415755
1415,X, ,O, ,X, , ,X,O,-0.9485571832160202
1416, ,X, , , ,O, ,X, ,0.0061685864033155235
1417, , , , , ,O,X,X, ,-0.22271855570336707
1418,X,O, , ,X,O, ,X, ,0.22779847088456154
1419, ,O,X, ,X,O, ,X, ,0.11698634692144944
1420, ,O, ,X,X,O, ,X, ,-0.7465798462312667
1421, ,O, , ,X,O,X,X, ,0.4212198600827938
1422, ,O, , ,X,O, ,X,X,0.8573660019351168
1423,O,O,X, ,X,O, ,X,X,0.012705736756324765
1424,O,O, ,X,X,O, ,X,X,-0.878669548034668
1425,O,O, , ,X,O,X,X,X,0.9996825207285867
1426,O,O,O,X,X,O, ,X,X,-0.9996825207285867
1427,O,O, ,X,X,O,O,X,X,0.0
1428,X,O,X,O, ,X, , , ,0.1179705871582031
1429,X,O, ,O,X,X, , , ,0.3215971496582031
1430,X,O, ,O, ,X,X, , ,0.11805651855468749
1431,X,O, ,O, ,X, ,X, ,0.0
1432,X,O, ,O, ,X, , ,X,0.8974119666224214
1433,X,O, ,O,O,X, , ,X,0.9199074655771255
1434,X,O, ,O, ,X,O, ,X,0.8231903076171875
1435,X,O, ,O, ,X, ,O,X,0.8231903076171875
1436,X,O, ,O,X,X, ,O,X,0.68359375
1437,X,O, ,O, ,X,X,O,X,-0.2375
1438,X,O, ,X,O,X, , , ,-0.8577223294045938
1439,X,O, , ,O,X,X, , ,-0.9227731419325298
1440,X,O, , ,O,X, , ,X,-0.9411732231923657
1441,X,O,O, ,O,X, , ,X,-0.23514562034606934
1442,X,O, , ,O,X,O, ,X,0.06828124999999999
1443,X,O, , ,O,X, ,O,X,-0.9999968180336012
1444,X,O,O,X,O,X, , ,X,-0.6494140625
1445,X,O,O, ,O,X,X, ,X,-0.8323047542572021
1446,X,O,O, ,O,X, ,X,X,0.014225502014160174
1447,X,O,O,O,O,X,X, ,X,0.9499999042465666
1448,X,O,O, ,O,X,X,O,X,-0.9999999433038881
1449,O,O,X, ,X,O, ,X, ,0.9306044211727567
1450, ,O,X,O,X,O, ,X, ,0.5318515625
1451, ,O,X, ,X,O,O,X, ,0.12199187791403795
1452, ,O,X,O,X,O,X,X, ,0.8998870849609375
1453,O, , ,X, , ,O,X, ,0.8178095612610632
1454, ,O, ,X, , ,O,X, ,0.12059743248381144
1455, , ,O,X, , ,O,X, ,0.7403425481087667
1456, , , ,X,O, ,O,X, ,0.2157341292030513
1457, , , ,X, ,O,O,X, ,-0.20362771553646333
1458, , , ,X, , ,O,X,O,0.8026185533683797
1459, , ,X,X, , ,O,X,O,0.11453994140627081
1460, , , ,X,X, ,O,X,O,0.8572757066684803
1461, , , ,X, ,X,O,X,O,-0.4956699218749999
1462,O,X,X,X, , ,O,X,O,-0.8231903076171875
1463,O,X, ,X,X, ,O,X,O,0.4375
1464,O,X,X,X,O, ,O,X,O,-0.9999999968072427
1465, ,O,X,X, ,X,O, , ,0.7820307922363281
1466, ,O, ,X,X,X,O, , ,0.9999999820609959
1467, ,O, ,X, ,X,O,X, ,-0.09042626953124999
1468, ,O, ,X, ,X,O, ,X,0.604194631099701
1469,X,O,X,X,O,X,O, , ,-0.9392896637308177
1470, ,O,X,X,O,X,O,X, ,9.569002944382444e-05
1471, ,O,X,X,O,X,O, ,X,0.9999924575611288
1472, ,O,X,X,O,X,O,X,O,0.0
1473, ,O,X,X,O,X,O, , ,0.6494140625
1474,O, ,O, ,X,X, , , ,0.9498371859285881
1475, ,O,O, ,X,X, , , ,0.8799264633657041
1476, , ,O,O,X,X, , , ,-0.20347131940171725
1477, , ,O, ,X,X,O, , ,0.9486926800750248
1478, , ,O, ,X,X, ,O, ,0.9470197847121491
1479, , ,O, ,X,X, , ,O,0.9388057205774015
1480,O, ,O,X,X,X, , , ,0.9999999999999957
1481,O, ,O, ,X,X,X, , ,-0.8599166679500889
1482,O, ,O, ,X,X, ,X, ,-0.8602506414521486
1483,O,O,O, ,X,X, , ,X,-0.9999576216328991
1484,O, ,O,O,X,X, , ,X,-0.8213946148298539
1485,O, ,O, ,X,X,O, ,X,0.883788020862954
1486,O, ,O, ,X,X, ,O,X,0.10325360415887551
1487,O, ,O,X,X,X,O, ,X,0.9999999899093102
1488,O, ,O, ,X,X,O,X,X,-0.9199074655771255
1489,O,O,O, ,X,X,O,X,X,-0.86651611328125
1490,O, ,O,O,X,X,O,X,X,-0.9995766943047821
1491,O,X,X,O, , , , , ,-0.7723099547269523
1492, ,X,X,O, ,O, , , ,0.6646940433502196
1493, ,X,X,O, , ,O, , ,0.6494140625
1494, ,X,X,O, , , ,O, ,0.5990003811454773
1495, ,X,X,O, , , , ,O,0.9007136830373288
1496,X,X,X,O, , , ,O, ,0.9577648639678955
1497, ,X,X,O,X, , ,O, ,0.39484375
1498, ,X,X,O, , ,X,O, ,0.6374677429199219
1499, ,X,X,O, , , ,O,X,0.30260487174361145
1500, ,X,X,O, ,X,O,O,X,0.9866365389898419
1501, ,X,X,O, , ,O,O,X,0.38479015350341794
1502,O,X,X,O,X, , , ,O,0.9469873486580127
1503, ,X,X,O,X,O, , ,O,0.8231903076171875
1504, ,X,X,O,X, ,O, ,O,0.7999748873710633
1505, ,X,X,O,X, , ,O,O,0.012721557617187518
1506,X,X,X,O,X, , ,O,O,0.9998995475742793
1507, ,X,X,O,X,X, ,O,O,-0.28865059852600095
1508, ,X,X,O,X, ,X,O,O,0.9683236479759216
1509, ,X,X,O,X, , , ,O,0.09923324689110513
1510,X, ,X, ,O,O,O,X,X,-0.9348249838007638
1511,O,O, , , ,X,X, , ,0.201229296875
1512, ,O,O, , ,X,X, , ,0.5397139765167235
1513, ,O, ,O, ,X,X, , ,0.7133605827409772
1514, ,O, , ,O,X,X, , ,0.2234433987328149
1515, ,O, , , ,X,X, ,O,0.7355886541433027
1516,X,O, , , ,X,X, ,O,0.0
1517, ,O,X, , ,X,X, ,O,-0.4956699218749999
1518, ,O, , ,X,X,X, ,O,0.9024028585408027
1519, ,O, , , ,X,X,X,O,-0.39968620452880854
1520,O,O, ,X, ,X,X, ,O,0.21434374999999997
1521, ,O,O,X, ,X,X, ,O,0.41562499999999997
1522, ,O, ,X, ,X,X,O,O,0.2887109375
1523,O,O,X,X, ,X,X, ,O,0.225625
1524,O,O, ,X,X,X,X, ,O,0.578125
1525,O,O, ,X, ,X,X,X,O,-0.6494140625
1526,O,O,X,X,O,X,X, ,O,-0.4375
1527,O,O,X,X, ,X,X,O,O,0.2375
1528,O,O,X,X,X,X,X,O,O,0.25
1529,X,O,O, , ,X,O, ,X,0.2375
1530,X,O,O, , ,X, ,O,X,0.2887109375
1531,X,O,O,O,X,X, , ,X,0.9999999994317578
1532,X,O,O,O, ,X,X, ,X,0.8516770529747009
1533,X,O,O,O, ,X, ,X,X,0.5217578125
1534,X,O,O,O,O,X, ,X,X,0.9098766207695007
1535,X,O,O,O, ,X,O,X,X,0.8231903076171875
1536,X,O,O, , ,X, , ,X,0.3172514946222305
1537,O,X, ,X,O, , ,X, ,-0.941899352713119
1538,O, , ,X,O, ,X,X, ,-0.8878075074441938
1539,O, , ,X,O, , ,X,X,-0.08088740484614707
1540,O,O, ,X,O, ,X,X, ,0.7930730056762695
1541,O, ,O,X,O, ,X,X, ,0.724560546875
1542,O, , ,X,O,O,X,X, ,0.41562499999999997
1543,O, , ,X,O, ,X,X,O,-0.9999999899093102
1544,O,X,O,X,O, ,X,X, ,-0.9150991649276545
1545,O, ,O,X,O,X,X,X, ,-0.9496983946921573
1546,O, ,O,X,O, ,X,X,X,0.9999996814440681
1547,O, , ,X,O, , ,X, ,-0.1698052277691829
1548, ,O, , ,X,X, , ,O,0.9492267076972549
1549, , , ,O,X,X, , ,O,0.1030713502479298
1550, , , , ,X,X, ,O,O,0.9453312402880405
1551,X, ,O, ,X,X, , ,O,4.047487666668583e-09
1552, ,X,O, ,X,X, , ,O,0.8467883363008498
1553, , ,O,X,X,X, , ,O,0.9999999999999992
1554, , ,O, ,X,X,X, ,O,4.033893003306154e-06
1555, , ,O, ,X,X, ,X,O,0.8096245936825872
1556,X,O,O, ,X,X, , ,O,0.9373638138527749
1557,X, ,O,O,X,X, , ,O,2.8903513090496186e-11
1558,X, ,O, ,X,X,O, ,O,0.5992883756803059
1559,X, ,O, ,X,X, ,O,O,0.6669442334736303
1560,X,X,O, ,X,X,O, ,O,-0.17379889488220213
1561,X, ,O,X,X,X,O, ,O,0.999999968108437
1562,X, ,O, ,X,X,O,X,O,0.7820307922363281
1563, ,X,O,X, , , , , ,-0.5418946502133065
1564, , ,O,X, , ,X, , ,-0.6845520359157501
1565, , ,O,X, , , ,X, ,-0.8027679360034061
1566, , ,O,X, , , , ,X,-0.11211447497316052
1567,X,X,O,X, ,O, , , ,-0.6800221649169922
1568,X, ,O,X,X,O, , , ,-0.7577431737234951
1569,X, ,O,X, ,O, ,X, ,-0.4956699218749999
1570,X, ,O,X, ,O, , ,X,0.225625
1571,X, ,O,X, ,O,O,X, ,-0.8986839749668161
1572,X,X,O,X, ,O,O,X, ,-0.896502161026001
1573,X, ,O,X,X,O,O,X, ,-0.9098766207695007
1574,X, ,O,X, ,O,O,X,X,-0.896502161026001
1575,X,X,O,X,O,O,O,X, ,-0.9999434955105322
1576,X,X,O,X, ,O,O,X,O,-0.4375
1577,X,X,O, , ,X,O, , ,-0.6880258743286133
1578,X, ,O,X, ,X,O, , ,-0.6536419695615768
1579,X, ,O, ,X,X,O, , ,0.7510310409545898
1580,X, ,O, , ,X,O, ,X,-0.4812738037109375
1581,X,O,O, , ,X,O,X, ,0.40048437499999995
1582,X, ,O,O, ,X,O,X, ,0.5860961914062499
1583,X, ,O, , ,X,O,X,O,0.445753282546997
1584,X,X,O,O, ,X,O,X,O,0.9404785340302624
1585,X,X,O, ,O,X,O,X,O,-0.9999968180336012
1586,X,X,O,O,X,X,O,X,O,0.9999999999999998
1587,X,O, ,X,X, ,X,O,O,0.68359375
1588,X,O, , ,X,X,X,O,O,0.8986839749668161
1589,X,O, , ,X, ,X,O,O,0.948330827789964
1590,X, , , ,X, ,X,O,O,0.5720745606267983
1591,X, , , , , ,X,O,O,0.90532039180827
1592, ,X,O,X, ,X,O, , ,-0.2375
1593, ,X,O, ,X,X,O, , ,0.8239256004260851
1594, ,X,O, , ,X,O,X, ,-0.201875
1595, ,X,O, , ,X,O, ,X,-0.7349697265624999
1596,O,X,O, , ,X,O, ,X,-0.8996379812251121
1597, ,X,O,O, ,X,O, ,X,-0.68833251953125
1598, ,X,O, ,O,X,O, ,X,-0.9999997610830511
1599, ,X,O, , ,X,O,O,X,0.7128119506835936
1600,X,O, , , ,X,O,X, ,8.471046180809226e-08
1601, ,O, , ,X,X,O,X, ,-0.03099167335740925
1602, ,O, , , ,X,O,X,X,-0.21873363726129746
1603,O,O, , , ,X,O,X,X,0.6308622741699218
1604, ,O,O, , ,X,O,X,X,-0.6729392318725587
1605, ,O, ,O, ,X,O,X,X,0.6266196289062499
1606, ,O, , ,O,X,O,X,X,0.878669548034668
1607,X,O, ,O, ,X,O,X,X,0.7820307922363281
1608, ,O, ,O,X,X,O,X,X,-0.8548927307128906
1609,X,O, ,O,O,X,O,X,X,0.9098766207695007
1610,O, , , , ,X,O,X, ,-0.8434091389957713
1611, , ,O, , ,X,O,X, ,0.4593090429687499
1612, , , ,O, ,X,O,X, ,0.56769287255764
1613, , , , , ,X,O,X,O,0.4210070233917236
1614,X, , ,O, ,X,O,X, ,0.7391929104445792
1615, ,X, ,O, ,X,O,X, ,-0.2375
1616, , ,X,O, ,X,O,X, ,-0.2375
1617, , , ,O,X,X,O,X, ,-0.5974149721779162
1618, , , ,O, ,X,O,X,X,-0.8548927307128906
1619,O, , ,O, ,X,O,X,X,-0.9577648639678955
1620, , ,O,O, ,X,O,X,X,-0.8186421374082565
1621, , , ,O,O,X,O,X,X,0.8617285656929016
1622,O, ,X,X, , ,O, , ,0.8080539560584308
1623, ,O,X,X, , ,O, , ,0.7429292526245116
1624, , ,X,X, , ,O,O, ,0.7047205030329801
1625,O,X,X,X, , ,O, , ,-0.6539158935546874
1626,O, ,X,X, , ,O,X, ,-8.996435020443977e-05
1627,O, ,X,X, , ,O, ,X,0.0
1628,O, ,X,X,O, ,O,X, ,0.13712828509567077
1629,O, ,X,X, ,O,O,X, ,0.001352066536263997
1630,O, ,X,X, , ,O,X,O,0.559740383983313
1631,O,X,X,X, ,O,O,X, ,9.58503229570568e-06
1632,O, ,X,X,X,O,O,X, ,3.080456108271193e-17
1633,O, ,X,X, ,O,O,X,X,0.0
1634,O,O,X,X, ,O,O,X,X,0.0
1635,O, ,X,X,O,O,O,X,X,0.0
1636,O,O,X,X,X,O,O,X,X,0.0
1637, ,O,X, , ,X,O, , ,0.8713427658081054
1638, , ,X,O, ,X,O, , ,0.7407640075683594
1639, , ,X, ,O,X,O, , ,0.9497543412726228
1640, , ,X, , ,X,O, ,O,-0.8330869287243365
1641,X, ,X, , ,X,O, ,O,-0.78092041015625
1642, , ,X,X, ,X,O, ,O,-0.7929992671012877
1643, , ,X, ,X,X,O, ,O,-0.9232048872149187
1644, , ,X, , ,X,O,X,O,-0.7929806547429381
1645,X,O,X, , ,X,O, ,O,-0.095185546875
1646,X, ,X,O, ,X,O, ,O,0.35463371579339276
1647,X, ,X, , ,X,O,O,O,-0.9821820519864559
1648,X,O,X,X, ,X,O, ,O,-0.41562499999999997
1649,X,O,X, ,X,X,O, ,O,-0.47128906249999997
1650,X,O,X, , ,X,O,X,O,0.0
1651,X,O,X,O, ,X,O,X,O,0.0
1652,X,X,X,O, ,O, , , ,0.9943622898863396
1653, ,X,X,O,X,O, , , ,0.225625
1654, ,X,X,O, ,O, ,X, ,-0.045125
1655, ,X,X,O, ,O, , ,X,0.04749999999999999
1656,X,X,X,O, ,O,O,X, ,0.822021484375
1657, ,X,X,O,X,O,O,X, ,0.822021484375
1658, ,X,X,O, ,O,O,X,X,-0.41562499999999997
1659, ,X,X,O, ,O,O,X, ,0.08609374999999997
1660,O,X,X, , , ,O, , ,-0.33379400179695506
1661, ,X,X, ,O, ,O, , ,0.8348953083217344
1662, ,X,X, , ,O,O, , ,0.41562499999999997
1663, ,X,X, , , ,O,O, ,0.41562499999999997
1664, ,X,X, , , ,O, ,O,0.8892630305419509
1665,X,X,X, , , ,O,O, ,0.9998660634323725
1666, ,X,X,X, , ,O,O, ,-0.06828124999999999
1667, ,X,X, ,X, ,O,O, ,-0.878669548034668
1668, ,X,X, , ,X,O,O, ,-0.37510156249999993
1669, ,X,X, , , ,O,O,X,0.225625
1670, , , , ,X, ,O,X, ,0.22562499424423987
1671, , , , , , ,O,X,X,-0.7449449581976437
1672,X,O,X,O, , ,O,X, ,0.7974496768516008
1673,X, ,X,O,O, ,O,X, ,0.8780986613931319
1674,X, ,X,O, ,O,O,X, ,0.6088906249999999
1675,X, ,X,O, , ,O,X,O,0.61133984375
1676,X, ,X,O,X,O,O,X, ,0.8986839749668161
1677,X, ,X,O, ,O,O,X,X,0.0
1678,X, ,X,O, , ,O,X, ,0.5271497884193809
1679,O,X,X,O,O,X,X,O, ,0.9499463207350055
1680,O,X,X,O,O,X,X, ,O,-0.99982141790983
1681,O,X,X,O,O,X,X, , ,-0.7407640075683594
1682,O,X,X,O,O,X, , , ,0.8841558628752827
1683,O,X,X,O, ,X, , , ,-0.5366638076782226
1684,O,X, , , ,X,O, ,X,-0.7879473909411578
1685,O, , , ,X,X,O, ,X,-0.7175841749812606
1686,O, , , , ,X,O,X,X,-0.7813585455119609
1687,X,O,X, , , ,O,X, ,1.1741925310878682e-23
1688, ,O,X, ,X, ,O,X, ,-1.780051037954979e-05
1689, ,O,X, , , ,O,X,X,-0.024749605114412432
1690, ,O,X,X,O, ,O,X, ,0.1086684844278157
1691, ,O,X,X, ,O,O,X, ,0.0
1692, ,O,X,X, , ,O,X,O,0.3047716594324074
1693,X,O,X,X,O, ,O,X, ,0.0
1694, ,O,X,X,O, ,O,X,X,0.10328724825779999
1695,O,O,X,X,O, ,O,X,X,0.9499999904138445
1696, ,O,X,X,O,O,O,X,X,0.0
1697, ,O,X,X,O, , ,X, ,0.3638068794450724
